card_no,deal_date,deal_type,deal_money,deal_value,equ_no,company_name,station,car_no,conn_mark,close_date
CBIDGFGCB,2018-09-01 09:05:59,巴士,80,100,231020277,巴士集团,B605,08492D,0,2018-09-01 00:00:00
CBGJAGGIJ,2018-09-01 07:13:38,巴士,160,200,231020278,巴士集团,M204,35230D,0,2018-09-01 00:00:00
AHJJDAGAG,2018-09-01 07:49:17,巴士,120,200,231020278,巴士集团,M204,35230D,1,2018-09-01 00:00:00
BJIFAGEJ,2018-09-01 08:09:45,巴士,160,200,231020278,巴士集团,M204,35230D,0,2018-09-01 00:00:00
BIECDBCJF,2018-09-01 08:16:29,巴士,160,200,231020280,巴士集团,103路,47708D,0,2018-09-01 00:00:00
BJFGAAGJ,2018-09-01 07:51:07,巴士,200,250,231020282,巴士集团,64路,04586D,0,2018-09-01 00:00:00
FHFFCIFCA,2018-09-01 07:52:17,巴士,200,250,231020295,巴士集团,203路,47768D,0,2018-09-01 00:00:00
FIAFHHBBJ,2018-09-01 08:34:32,巴士,200,250,231020295,巴士集团,203路,47768D,0,2018-09-01 00:00:00
CBFJCGGBD,2018-09-01 08:39:35,巴士,160,200,224000198,西部公共汽车,M246线（融资电动）,粤B31599D,0,2018-09-01 00:00:00
FFEAGIJDF,2018-09-01 08:32:47,巴士,160,200,231021912,巴士集团,M436,46663D,0,2018-09-01 00:00:00
FFIBBBAEA,2018-09-01 07:26:09,巴士,160,200,231021912,巴士集团,M436,46663D,0,2018-09-01 00:00:00
BIDGDGHFA,2018-09-01 08:45:38,巴士,160,200,224000198,西部公共汽车,M246线（融资电动）,粤B31599D,0,2018-09-01 00:00:00
CFCAHIJIE,2018-09-01 08:50:20,巴士,160,200,220000756,东部公共交通,M311,41178D,0,2018-09-01 00:00:00
FFJHIFBGB,2018-09-01 08:48:36,巴士,160,200,220000756,东部公共交通,M311,41178D,0,2018-09-01 00:00:00
BIAJHGBBJ,2018-09-01 08:50:40,巴士,120,200,220000756,东部公共交通,M311,41178D,1,2018-09-01 00:00:00
CBIHHIJEE,2018-09-01 09:01:11,巴士,120,200,224000198,西部公共汽车,M246线（融资电动）,粤B31599D,1,2018-09-01 00:00:00
CCACCBEHB,2018-09-01 09:30:15,巴士,160,200,224000198,西部公共汽车,M246线（融资电动）,粤B31599D,0,2018-09-01 00:00:00
FHHBGGJAE,2018-09-01 09:46:12,巴士,160,200,224000199,西部公共汽车,610线（混租电动),粤B30137D,0,2018-09-01 00:00:00
FHHDDDHGF,2018-09-01 08:00:33,巴士,200,250,231021915,巴士集团,M400,46690D,0,2018-09-01 00:00:00
FIJFFHAJC,2018-09-01 08:05:06,巴士,200,250,231021915,巴士集团,M400,46690D,0,2018-09-01 00:00:00
FFGJEICCJ,2018-09-01 08:35:26,巴士,240,300,220000758,东部公共交通,M224,01862D,0,2018-09-01 00:00:00
FIJAHHIEF,2018-09-01 08:37:41,巴士,240,300,220000758,东部公共交通,M224,01862D,0,2018-09-01 00:00:00
BEBAJCBAI,2018-09-01 08:39:06,巴士,150,300,220000758,东部公共交通,M224,01862D,0,2018-09-01 00:00:00
FHGEFHCGB,2018-09-01 08:16:04,巴士,160,250,231021915,巴士集团,M400,46690D,1,2018-09-01 00:00:00
CFABAJEHH,2018-09-01 08:46:41,巴士,240,300,220000758,东部公共交通,M224,01862D,0,2018-09-01 00:00:00
FFGCCHBGE,2018-09-01 08:25:35,巴士,200,250,231021915,巴士集团,M400,46690D,0,2018-09-01 00:00:00
FHEAEHDBF,2018-09-01 08:30:37,巴士,200,250,231021915,巴士集团,M400,46690D,0,2018-09-01 00:00:00
CFBGIECJC,2018-09-01 09:51:04,巴士,200,300,220000758,东部公共交通,M224,01862D,1,2018-09-01 00:00:00
CFABHFBFJ,2018-09-01 08:48:07,巴士,200,250,231021915,巴士集团,M400,46690D,0,2018-09-01 00:00:00
FIAHGFEDE,2018-09-01 09:57:06,地铁出站,665,700,260017106,地铁二号线,海月,OGT-106,0,2018-09-01 00:00:00
FHECDBFAD,2018-09-01 08:44:19,巴士,160,200,224000534,西部公共汽车,M262线（混租电动）,粤B08086D,0,2018-09-01 00:00:00
CFBJJHCBE,2018-09-01 07:18:12,巴士,160,200,231021918,巴士集团,M197,02652D,0,2018-09-01 00:00:00
FFGAFHGIB,2018-09-01 09:38:30,巴士,200,250,220000760,东部公共交通,M172,BW471,0,2018-09-01 00:00:00
FIJGBAJAF,2018-09-01 08:45:21,巴士,490,700,224000549,西部公共汽车,E38线（混租电动）,粤B30363D,1,2018-09-01 00:00:00
CBBDFCIHI,2018-09-01 09:16:14,巴士,530,700,224000549,西部公共汽车,E38线（混租电动）,粤B30363D,0,2018-09-01 00:00:00
FIAFCHCAB,2018-09-01 09:22:37,巴士,530,700,224000549,西部公共汽车,E38线（混租电动）,粤B30363D,0,2018-09-01 00:00:00
FFEDFGGCB,2018-09-01 08:24:58,巴士,120,200,231021918,巴士集团,M197,02652D,1,2018-09-01 00:00:00
CFBAJJAEC,2018-09-01 08:25:03,巴士,160,200,231021918,巴士集团,M197,02652D,0,2018-09-01 00:00:00
CBHJBGEID,2018-09-01 08:53:13,巴士,160,200,231021918,巴士集团,M197,02652D,0,2018-09-01 00:00:00
CCAFFIGHJ,2018-09-01 07:38:24,巴士,160,200,231021920,巴士集团,29路,36558D,0,2018-09-01 00:00:00
CBDEHCIJJ,2018-09-01 07:38:30,巴士,160,200,231021920,巴士集团,29路,36558D,0,2018-09-01 00:00:00
CBECFFAIC,2018-09-01 09:57:28,地铁入站,0,0,260016116,地铁二号线,湾厦,IGT-116,0,2018-09-01 00:00:00
FFAEJBIDH,2018-09-01 09:57:20,地铁入站,0,0,260014110,地铁二号线,水湾,IGT-110,0,2018-09-01 00:00:00
BCBHCHGE,2018-09-01 09:56:54,地铁出站,285,300,260036102,地铁二号线,大剧院,AGM-102,0,2018-09-01 00:00:00
FFEDGBGHE,2018-09-01 07:54:30,巴士,160,200,231021920,巴士集团,29路,36558D,0,2018-09-01 00:00:00
FHFGCDEHA,2018-09-01 09:57:43,地铁出站,380,400,260025101,地铁二号线,安托山,OGT-101,0,2018-09-01 00:00:00
CBBDCFAJE,2018-09-01 09:57:21,地铁出站,475,500,260014104,地铁二号线,水湾,OGT-104,0,2018-09-01 00:00:00
CFJHFJABI,2018-09-01 07:54:32,巴士,160,200,231021920,巴士集团,29路,36558D,0,2018-09-01 00:00:00
CCJHIICHC,2018-09-01 09:57:28,地铁出站,475,500,260035104,地铁二号线,燕南,IGT-104,0,2018-09-01 00:00:00
CBBGIJHAG,2018-09-01 09:57:39,地铁出站,665,700,260014114,地铁二号线,水湾,OGT-114,0,2018-09-01 00:00:00
BICGJABDG,2018-09-01 09:57:33,地铁出站,380,400,260034127,地铁二号线,,,0,2018-09-01 00:00:00
FHIFAJGBH,2018-09-01 08:21:51,巴士,160,200,220000764,东部公共交通,M311,35662D,0,2018-09-01 00:00:00
CFAECICHJ,2018-09-01 08:33:19,巴士,160,200,224000554,西部公共汽车,M469线,粤BBA037,0,2018-09-01 00:00:00
BIAHAFCAG,2018-09-01 08:27:31,巴士,160,200,220000764,东部公共交通,M311,35662D,0,2018-09-01 00:00:00
CCADJCGBD,2018-09-01 09:09:06,巴士,160,200,220000764,东部公共交通,M311,35662D,0,2018-09-01 00:00:00
CBIEFCIFG,2018-09-01 09:10:57,巴士,160,200,220000764,东部公共交通,M311,35662D,0,2018-09-01 00:00:00
FIHDBCGFI,2018-09-01 07:37:26,巴士,200,300,231021921,巴士集团,M133,30499D,1,2018-09-01 00:00:00
CBBDHEAFI,2018-09-01 09:02:13,巴士,160,200,220004235,东部公共交通,369,04000D,0,2018-09-01 00:00:00
FHEIIFFED,2018-09-01 09:18:58,巴士,160,200,220004235,东部公共交通,369,04000D,0,2018-09-01 00:00:00
FFFADCFGE,2018-09-01 09:43:11,巴士,160,200,220004235,东部公共交通,369,04000D,0,2018-09-01 00:00:00
CBEIJEDFH,2018-09-01 09:18:40,地铁入站,0,0,268017122,地铁四号线,,,0,2018-09-01 00:00:00
CBGJGJADJ,2018-09-01 09:18:20,地铁入站,0,0,262016107,地铁四号线,深圳北站,AGM-107,0,2018-09-01 00:00:00
FFGECCDCJ,2018-09-01 09:23:12,地铁出站,665,700,262019124,地铁四号线,,,0,2018-09-01 00:00:00
FHDDDHEEG,2018-09-01 09:10:28,地铁出站,570,600,268017114,地铁四号线,福田口岸,"OGT-114 ",0,2018-09-01 00:00:00
BEABHBDCB,2018-09-01 09:18:38,地铁出站,150,300,268021113,地铁四号线,少年宫,AGT-113,0,2018-09-01 00:00:00
CFBAIGHAF,2018-09-01 09:18:35,地铁入站,0,0,268017121,地铁四号线,,,0,2018-09-01 00:00:00
FIJEIIGFJ,2018-09-01 09:08:44,地铁出站,2700,2700,268017114,地铁四号线,福田口岸,"OGT-114 ",0,2018-09-01 00:00:00
CCAECDAAE,2018-09-01 09:19:07,地铁出站,190,200,268017111,地铁四号线,福田口岸,OGT-111,0,2018-09-01 00:00:00
FHDIEFIED,2018-09-01 09:19:06,地铁出站,475,500,268019116,地铁四号线,市民中心,AGT-116,0,2018-09-01 00:00:00
CBCFDHIAI,2018-09-01 09:18:57,地铁出站,665,700,268021123,地铁四号线,少年宫,OGT-123,0,2018-09-01 00:00:00
FFFFIHFHH,2018-09-01 09:51:24,地铁入站,0,0,262013110,地铁四号线,,,0,2018-09-01 00:00:00
CFBFFIBCJ,2018-09-01 09:51:52,地铁入站,0,0,262013110,地铁四号线,,,0,2018-09-01 00:00:00
CFAEEIFJC,2018-09-01 09:52:20,地铁入站,0,0,262013110,地铁四号线,,,0,2018-09-01 00:00:00
CBEGIDJFE,2018-09-01 09:53:46,地铁入站,0,0,262017107,地铁四号线,白石龙,AGM-107,0,2018-09-01 00:00:00
CCACIHCBH,2018-09-01 09:53:34,地铁入站,0,0,262012104,地铁四号线,龙华,AGM-104,0,2018-09-01 00:00:00
HJBDDJAI,2018-09-01 09:54:38,地铁出站,380,400,262012114,地铁四号线,龙华,AGM-114,0,2018-09-01 00:00:00
FHGJCIFJH,2018-09-01 09:54:04,地铁入站,0,0,262020101,地铁四号线,莲花北,AGM-101,0,2018-09-01 00:00:00
FHCJEEABI,2018-09-01 09:50:58,地铁入站,0,0,262020102,地铁四号线,莲花北,AGM-102,0,2018-09-01 00:00:00
CCAAICDJB,2018-09-01 09:54:26,地铁入站,0,0,262020102,地铁四号线,莲花北,AGM-102,0,2018-09-01 00:00:00
CFBAEIJHG,2018-08-31 20:54:04,地铁入站,0,0,263024133,地铁五号线,深圳北,IGT-133,0,2018-09-01 00:00:00
CFBACAJIF,2018-09-01 09:40:06,地铁入站,0,0,263016109,地铁五号线,灵芝,IGT-109,0,2018-09-01 00:00:00
BIDFIJGDA,2018-08-31 20:53:51,地铁入站,0,0,263024128,地铁五号线,深圳北,AGT-128,0,2018-09-01 00:00:00
CBFIJBHIJ,2018-09-01 09:56:57,地铁入站,0,0,263022115,地铁五号线,塘朗,IGT-115,0,2018-09-01 00:00:00
FFFCEGGFI,2018-09-01 09:56:09,地铁出站,475,500,263016104,地铁五号线,灵芝,OGT-104,0,2018-09-01 00:00:00
HHJJJIGGC,2018-09-01 09:57:04,地铁入站,0,0,263037104,地铁五号线,黄贝岭,IGT-104,0,2018-09-01 00:00:00
FHIGIBIHE,2018-09-01 09:56:28,地铁出站,950,1000,263034120,地铁五号线,布心,OGT-120,0,2018-09-01 00:00:00
FHEGACIBD,2018-08-31 20:54:27,地铁出站,570,600,263024126,地铁五号线,深圳北,OGT-126,0,2018-09-01 00:00:00
FIJGJDIJF,2018-08-31 20:46:36,地铁出站,380,400,263024125,地铁五号线,深圳北,OGT-125,0,2018-09-01 00:00:00
FFCCAGCHI,2018-08-31 20:54:21,地铁入站,0,0,263024101,地铁五号线,深圳北,IGT-101,0,2018-09-01 00:00:00
FHIFGBGHF,2018-09-01 09:56:52,地铁出站,380,400,263025103,地铁五号线,民治,OGT-103,0,2018-09-01 00:00:00
FHDEIAGGA,2018-09-01 09:49:18,巴士,160,200,220006161,东部公共交通,M276,05667D,0,2018-09-01 00:00:00
HHJJBDJEC,2018-09-01 09:57:19,地铁入站,0,0,263018113,地铁五号线,兴东,AGT-113,0,2018-09-01 00:00:00
FFJHIHFIF,2018-08-31 20:51:13,地铁入站,0,0,263024101,地铁五号线,深圳北,IGT-101,0,2018-09-01 00:00:00
BCAJIEJE,2018-09-01 09:56:50,地铁出站,380,400,263034118,地铁五号线,布心,OGT-118,0,2018-09-01 00:00:00
FFJFBGBHG,2018-09-01 09:56:43,地铁出站,190,200,263027105,地铁五号线,坂田,OGT-105,0,2018-09-01 00:00:00
CBBACEIGG,2018-09-01 09:55:47,地铁出站,570,600,263024109,地铁五号线,深圳北,OGT-109,0,2018-09-01 00:00:00
FHGDJJFGA,2018-09-01 09:56:09,地铁入站,0,0,263016110,地铁五号线,灵芝,IGT-110,0,2018-09-01 00:00:00
CCAECACGC,2018-09-01 10:02:11,地铁入站,0,0,260035111,地铁二号线,燕南,OGT-111,0,2018-09-01 00:00:00
FFAJDEFFD,2018-09-01 09:56:05,地铁入站,0,0,263016114,地铁五号线,灵芝,AGT-114,0,2018-09-01 00:00:00
FFIABCGAD,2018-09-01 10:02:00,地铁入站,0,0,260016105,地铁二号线,湾厦,AGT-105,0,2018-09-01 00:00:00
CBGJAAAEA,2018-09-01 10:02:28,地铁出站,625,700,260020110,地铁二号线,科苑,OGT-110,1,2018-09-01 00:00:00
FFFCJHGCG,2018-09-01 09:38:49,地铁出站,570,600,260012115,地铁二号线,蛇口港,OGT-115,0,2018-09-01 00:00:00
FIAJEABJE,2018-09-01 09:56:34,地铁出站,190,200,263016101,地铁五号线,灵芝,OGT-101,0,2018-09-01 00:00:00
FFGDADJBE,2018-09-01 09:57:35,地铁入站,0,0,263030113,地铁五号线,下水径,AGT-113,0,2018-09-01 00:00:00
FHHCIIHBD,2018-09-01 09:57:11,地铁入站,0,0,263032108,地铁五号线,布吉,IGT-108,0,2018-09-01 00:00:00
BEAIDJAEA,2018-09-01 09:56:54,地铁出站,300,600,263036102,地铁五号线,怡景,OGT-102,0,2018-09-01 00:00:00
FHHDFEHJG,2018-09-01 09:57:04,地铁出站,475,500,263025111,地铁五号线,民治,AGT-111,0,2018-09-01 00:00:00
CBHJCHGJF,2018-09-01 10:02:06,地铁出站,190,200,260026109,地铁二号线,侨香,IGT-109,0,2018-09-01 00:00:00
FIAJBGEJE,2018-09-01 10:01:32,地铁出站,435,500,260034127,地铁二号线,,,1,2018-09-01 00:00:00
CCABABGJI,2018-09-01 09:57:31,地铁入站,0,0,263037114,地铁五号线,黄贝岭,AGT-114,0,2018-09-01 00:00:00
BCCEJHIE,2018-09-01 07:52:47,巴士,160,200,231011434,巴士集团,M468,38970D,0,2018-09-01 00:00:00
CFAFHCDCE,2018-09-01 08:08:42,巴士,160,200,224004126,西部公共汽车,M259线（混租电动）,粤B38206D,0,2018-09-01 00:00:00
FHGDFBEHJ,2018-09-01 08:16:15,巴士,160,200,231011434,巴士集团,M468,38970D,0,2018-09-01 00:00:00
BICFECECB,2018-09-01 08:15:53,巴士,160,200,224004126,西部公共汽车,M259线（混租电动）,粤B38206D,0,2018-09-01 00:00:00
FHGJFHEHI,2018-09-01 08:29:55,巴士,160,200,231011434,巴士集团,M468,38970D,0,2018-09-01 00:00:00
FIJCGGJEC,2018-09-01 08:29:22,巴士,160,200,224004126,西部公共汽车,M259线（混租电动）,粤B38206D,0,2018-09-01 00:00:00
FFIJAAGGE,2018-09-01 08:38:03,巴士,120,200,231011434,巴士集团,M468,38970D,1,2018-09-01 00:00:00
CFAHJBHEH,2018-09-01 09:08:07,巴士,160,200,224004126,西部公共汽车,M259线（混租电动）,粤B38206D,0,2018-09-01 00:00:00
CBHCBCBCF,2018-09-01 09:08:30,巴士,160,200,224004126,西部公共汽车,M259线（混租电动）,粤B38206D,0,2018-09-01 00:00:00
FFJCGCGIC,2018-09-01 07:20:40,巴士,200,250,231011435,巴士集团,81路,46636D,0,2018-09-01 00:00:00
FHGCJBGEJ,2018-09-01 07:21:34,巴士,200,250,231011435,巴士集团,81路,46636D,0,2018-09-01 00:00:00
FIJGIIFDI,2018-09-01 08:56:37,巴士,160,200,224004129,西部公共汽车,M250线（混租电动）,粤B07069D,0,2018-09-01 00:00:00
BICAAIAII,2018-09-01 08:59:35,巴士,120,200,224004129,西部公共汽车,M250线（混租电动）,粤B07069D,1,2018-09-01 00:00:00
FHGBADDIA,2018-09-01 09:56:04,巴士,160,200,224004129,西部公共汽车,M250线（混租电动）,粤B07069D,0,2018-09-01 00:00:00
BEADEECGF,2018-09-01 07:29:06,巴士,125,250,231011438,巴士集团,64路,04930D,0,2018-09-01 00:00:00
CBIDAGADI,2018-09-01 07:29:02,巴士,200,250,231011438,巴士集团,64路,04930D,0,2018-09-01 00:00:00
CBFHHABAJ,2018-09-01 08:06:46,巴士,200,250,231011439,巴士集团,M400,45993D,0,2018-09-01 00:00:00
CBIEFDJEI,2018-09-01 08:16:08,巴士,200,250,231011439,巴士集团,M400,45993D,0,2018-09-01 00:00:00
FHEHBDCGD,2018-09-01 08:03:18,巴士,160,200,224004135,西部公共汽车,M341线（混租电动）,粤B38035D,0,2018-09-01 00:00:00
CFCAHBJGH,2018-09-01 08:23:12,巴士,200,250,231011439,巴士集团,M400,45993D,0,2018-09-01 00:00:00
FHGGDFEIG,2018-09-01 08:53:12,巴士,120,200,224004135,西部公共汽车,M341线（混租电动）,粤B38035D,1,2018-09-01 00:00:00
CFBAFEEBF,2018-09-01 09:05:19,巴士,160,200,224004135,西部公共汽车,M341线（混租电动）,粤B38035D,0,2018-09-01 00:00:00
FHHFDECIH,2018-09-01 08:08:39,巴士,80,100,224004137,西部公共汽车,B948线,粤BBB447,0,2018-09-01 00:00:00
FHEDCACGG,2018-09-01 09:00:06,巴士,200,250,231011440,巴士集团,M106,01709D,0,2018-09-01 00:00:00
BIAABFGGF,2018-09-01 08:01:04,巴士,160,200,224004144,西部公共汽车,M206线（融资电动）,粤BN7017,0,2018-09-01 00:00:00
CBDCBIJED,2018-09-01 08:33:25,巴士,160,200,224004144,西部公共汽车,M206线（融资电动）,粤BN7017,0,2018-09-01 00:00:00
BICADIAFH,2018-09-01 07:39:48,巴士,160,200,231011441,巴士集团,82路,30397D,0,2018-09-01 00:00:00
FFECFACII,2018-09-01 07:50:26,巴士,160,200,231011441,巴士集团,82路,30397D,0,2018-09-01 00:00:00
BIAHHJIHD,2018-09-01 09:39:08,巴士,160,200,224004144,西部公共汽车,M206线（融资电动）,粤BN7017,0,2018-09-01 00:00:00
CCJIIIHFD,2018-09-01 08:08:28,巴士,160,200,231011441,巴士集团,82路,30397D,0,2018-09-01 00:00:00
FIBAHEDIA,2018-09-01 07:12:46,巴士,160,200,231011444,巴士集团,82路,38901D,0,2018-09-01 00:00:00
FHDICAGAH,2018-09-01 07:14:49,巴士,160,200,231011444,巴士集团,82路,38901D,0,2018-09-01 00:00:00
FFCFFBBBF,2018-09-01 08:42:42,巴士,160,200,231011444,巴士集团,82路,38901D,0,2018-09-01 00:00:00
CCJIIDDFI,2018-09-01 08:47:56,巴士,160,200,231011444,巴士集团,82路,38901D,0,2018-09-01 00:00:00
FIAFEHFIC,2018-09-01 08:43:08,巴士,530,700,224004145,西部公共汽车,E9线（混租电动）,粤B08927D,0,2018-09-01 00:00:00
BEBAJJHJE,2018-09-01 07:23:14,巴士,100,200,231011446,巴士集团,69路,34505D,0,2018-09-01 00:00:00
CBCICCJGB,2018-09-01 07:28:36,巴士,160,200,231011446,巴士集团,69路,34505D,0,2018-09-01 00:00:00
BEABIDHAF,2018-09-01 07:44:25,巴士,100,200,231011446,巴士集团,69路,34505D,0,2018-09-01 00:00:00
FIJEJHAFI,2018-09-01 09:38:31,巴士,160,200,224004149,西部公共汽车,652线（融资电动）,粤B36218D,0,2018-09-01 00:00:00
CCJHBDHEJ,2018-09-01 08:16:10,巴士,240,300,231011447,巴士集团,GK4,07037D,0,2018-09-01 00:00:00
BIDDHCDCJ,2018-09-01 08:22:06,巴士,240,300,231011447,巴士集团,GK4,07037D,0,2018-09-01 00:00:00
FFEDEDIBE,2018-09-01 07:13:43,巴士,160,200,231011448,巴士集团,307路,38079D,0,2018-09-01 00:00:00
CCAEAGHBH,2018-09-01 07:17:32,巴士,160,200,231011448,巴士集团,307路,38079D,0,2018-09-01 00:00:00
CCJHCIGDJ,2018-09-01 07:32:45,巴士,160,200,231011455,巴士集团,M399,09320D,0,2018-09-01 00:00:00
CBCIADIHB,2018-09-01 07:37:38,巴士,160,200,231011455,巴士集团,M399,09320D,0,2018-09-01 00:00:00
BEAIJEDIB,2018-09-01 07:52:52,巴士,100,200,231011456,巴士集团,14路,05760D,0,2018-09-01 00:00:00
FHHJBDEHG,2018-09-01 07:51:38,巴士,240,300,231011459,巴士集团,M528,05543D,0,2018-09-01 00:00:00
FHHBJFDBF,2018-09-01 07:27:05,巴士,200,250,231011460,巴士集团,81路,45948D,0,2018-09-01 00:00:00
FHICAHBGD,2018-09-01 07:46:58,巴士,160,200,231011461,巴士集团,21路,32230D,0,2018-09-01 00:00:00
EJDEDBBE,2018-09-01 08:01:21,巴士,100,200,231011461,巴士集团,21路,32230D,0,2018-09-01 00:00:00
CFBFAFJIH,2018-09-01 09:02:27,巴士,160,200,224002810,西部公共汽车,M262线（混租电动）,粤B03608D,0,2018-09-01 00:00:00
CCAFIFHDB,2018-09-01 09:42:39,巴士,160,250,224002811,西部公共汽车,M378线（混租电动）,粤B05183D,1,2018-09-01 00:00:00
FHFJEAAED,2018-09-01 08:54:02,巴士,160,200,220006162,东部公共交通,836,39077D,0,2018-09-01 00:00:00
FHGBCJABJ,2018-09-01 09:57:02,地铁入站,0,0,263034115,地铁五号线,布心,IGT-115,0,2018-09-01 00:00:00
FFIJGGCHB,2018-09-01 09:57:08,地铁入站,0,0,263017106,地铁五号线,洪浪北,IGT-106,0,2018-09-01 00:00:00
BJFDHBIJ,2018-08-31 20:51:36,地铁入站,0,0,263024105,地铁五号线,深圳北,IGT-105,0,2018-09-01 00:00:00
BHEJICIJA,2018-08-31 20:44:16,地铁入站,0,0,263024101,地铁五号线,深圳北,IGT-101,0,2018-09-01 00:00:00
FHGGCBFJH,2018-09-01 10:05:05,地铁出站,475,500,260037102,地铁二号线,湖贝,OGT-102,0,2018-09-01 00:00:00
FHHGCECHA,2018-09-01 10:06:07,地铁入站,0,0,260024111,地铁二号线,深康,IGT-111,0,2018-09-01 00:00:00
FHHAHFDDD,2018-09-01 10:06:10,地铁入站,0,0,260034104,地铁二号线,华强北,OGT-104,0,2018-09-01 00:00:00
BEAFFIGHC,2018-09-01 10:06:08,地铁出站,400,800,260026106,地铁二号线,侨香,OGT-106,0,2018-09-01 00:00:00
BHABFDCIA,2018-09-01 09:59:16,地铁出站,435,500,263030105,地铁五号线,下水径,OGT-105,1,2018-09-01 00:00:00
FFECIDGJF,2018-09-01 10:00:39,地铁入站,0,0,263026118,地铁五号线,五和,IGT-118,0,2018-09-01 00:00:00
CBEJJGDHG,2018-09-01 10:00:20,地铁入站,0,0,263037116,地铁五号线,黄贝岭,IGT-116,0,2018-09-01 00:00:00
BIAHGFHIA,2018-09-01 10:01:26,地铁入站,0,0,263021119,地铁五号线,大学城,IGT-119,0,2018-09-01 00:00:00
