card_no,deal_date,deal_type,deal_money,deal_value,equ_no,company_name,station,car_no,conn_mark,close_date
CCJHHFBEC,2018-09-01 07:32:34,地铁出站,285,300,268016126,地铁一号线,世界之窗站,IGT-126,0,2018-09-01 00:00:00
FIABFCGAF,2018-09-01 07:32:15,地铁入站,0,0,268032127,地铁一号线,,,0,2018-09-01 00:00:00
FHIADAJEA,2018-09-01 07:35:18,地铁入站,0,0,261024119,地铁三号线,横岗,AGM-119,0,2018-09-01 00:00:00
CFCJIGJJF,2018-09-01 07:35:39,地铁入站,0,0,261021116,地铁三号线,丹竹头,AGM-116,0,2018-09-01 00:00:00
CBAHBDFDE,2018-09-01 07:35:28,地铁入站,0,0,261010110,地铁三号线,通新岭,AGM-110,0,2018-09-01 00:00:00
CFBCJDICA,2018-09-01 07:35:51,地铁入站,0,0,261014108,地铁三号线,翠竹,AGM-108,0,2018-09-01 00:00:00
CBBEIECBD,2018-09-01 07:32:38,地铁入站,0,0,268007114,地铁一号线,岗厦站,IGT-114,0,2018-09-01 00:00:00
FHFFJFDFB,2018-09-01 07:32:44,地铁入站,0,0,268007114,地铁一号线,岗厦站,IGT-114,0,2018-09-01 00:00:00
BJDCBFDD,2018-09-01 07:32:42,地铁入站,0,0,268027106,地铁一号线,鲤鱼门,IGT-106,0,2018-09-01 00:00:00
BEAIEGJCF,2018-09-01 07:32:51,地铁出站,150,300,268013107,地铁一号线,竹子林站,"IGT-107 ",0,2018-09-01 00:00:00
CBHCIDCHA,2018-09-01 07:32:15,地铁入站,0,0,268036112,地铁一号线,机场东,AGT-112,0,2018-09-01 00:00:00
FHEBJBDCI,2018-09-01 07:32:35,地铁入站,0,0,268001138,地铁一号线,罗湖站,OGT-138,0,2018-09-01 00:00:00
FIABFEHGH,2018-09-01 07:36:01,地铁入站,0,0,261031101,地铁三号线,南联,AGM-101,0,2018-09-01 00:00:00
BEBAHCICA,2018-09-01 07:35:55,地铁入站,0,0,261032116,地铁三号线,双龙,AGM-116,0,2018-09-01 00:00:00
CBIDHACCG,2018-09-01 07:36:09,地铁入站,0,0,261022114,地铁三号线,六约,AGM-114,0,2018-09-01 00:00:00
BIJHGHBIG,2018-09-01 07:36:02,地铁入站,0,0,261022114,地铁三号线,六约,AGM-114,0,2018-09-01 00:00:00
HHJJAICGG,2018-09-01 07:33:03,地铁入站,0,0,268027107,地铁一号线,鲤鱼门,IGT-107,0,2018-09-01 00:00:00
FHFFFDJFG,2018-09-01 07:33:29,地铁入站,0,0,268034108,地铁一号线,固戍,IGT_108,0,2018-09-01 00:00:00
FIJAAEDJE,2018-09-01 07:33:19,地铁入站,0,0,268036108,地铁一号线,机场东,OGT-108,0,2018-09-01 00:00:00
FHEAHEJBF,2018-09-01 07:32:58,地铁出站,530,600,268002104,地铁一号线,国贸站,OGT-104,1,2018-09-01 00:00:00
CCAEAHJGD,2018-09-01 07:33:17,地铁入站,0,0,268032129,地铁一号线,,,0,2018-09-01 00:00:00
FHEEBGEGI,2018-09-01 07:36:26,地铁入站,0,0,261019101,地铁三号线,木棉湾,AGM-101,0,2018-09-01 00:00:00
FHEFBAIGE,2018-09-01 07:36:32,地铁出站,380,400,261021108,地铁三号线,丹竹头,AGM-108,0,2018-09-01 00:00:00
FHIBFBAAA,2018-09-01 07:36:37,地铁入站,0,0,261021116,地铁三号线,丹竹头,AGM-116,0,2018-09-01 00:00:00
FHEGFDHIA,2018-09-01 07:36:37,地铁出站,380,400,261003106,地铁三号线,益田,AGM-106,0,2018-09-01 00:00:00
CBEFFJCBJ,2018-09-01 07:36:21,地铁出站,570,600,261018110,地铁三号线,布吉,AGM-110,0,2018-09-01 00:00:00
HJAEJGAG,2018-09-01 07:33:30,地铁出站,285,300,268031108,地铁一号线,宝体,IGT-108,0,2018-09-01 00:00:00
CCACJJCEB,2018-09-01 07:33:37,地铁入站,0,0,268035105,地铁一号线,后瑞,IGT-105,0,2018-09-01 00:00:00
BEBJCACEG,2018-09-01 07:36:51,地铁入站,0,0,261014108,地铁三号线,翠竹,AGM-108,0,2018-09-01 00:00:00
FHHHGDAGD,2018-09-01 07:33:36,地铁入站,0,0,268022121,地铁一号线,白石洲,AGM-121,0,2018-09-01 00:00:00
FHDECAEHH,2018-09-01 07:36:39,地铁入站,0,0,261018115,地铁三号线,布吉,AGM-115,0,2018-09-01 00:00:00
CFFJHJAFB,2018-09-01 07:33:40,地铁入站,0,0,268022121,地铁一号线,白石洲,AGM-121,0,2018-09-01 00:00:00
FFEFDIHCJ,2018-09-01 07:36:26,地铁入站,0,0,261024118,地铁三号线,横岗,AGM-118,0,2018-09-01 00:00:00
CCACEFCJH,2018-09-01 07:36:47,地铁入站,0,0,261014109,地铁三号线,翠竹,AGM-109,0,2018-09-01 00:00:00
CFCBHCBGF,2018-09-01 07:33:33,地铁入站,0,0,268034118,地铁一号线,,,0,2018-09-01 00:00:00
FFHCGHFFI,2018-09-01 07:36:32,地铁入站,0,0,261020118,地铁三号线,大芬,AGM-118,0,2018-09-01 00:00:00
CCJHAEHFE,2018-09-01 07:36:37,地铁入站,0,0,261019101,地铁三号线,木棉湾,AGM-101,0,2018-09-01 00:00:00
BCBCFEIE,2018-09-01 07:33:53,地铁入站,0,0,268022119,地铁一号线,白石洲,AGM-119,0,2018-09-01 00:00:00
FHIAABEHE,2018-09-01 07:33:57,地铁入站,0,0,268022119,地铁一号线,白石洲,AGM-119,0,2018-09-01 00:00:00
FFHCBCFGE,2018-09-01 07:36:57,地铁入站,0,0,261014108,地铁三号线,翠竹,AGM-108,0,2018-09-01 00:00:00
EJEBIFAI,2018-09-01 07:36:46,地铁入站,0,0,261013103,地铁三号线,晒布,AGM-103,0,2018-09-01 00:00:00
FFGFHGIAH,2018-09-01 07:36:57,地铁出站,190,200,261003105,地铁三号线,益田,AGM-105,0,2018-09-01 00:00:00
CCAEGCGDF,2018-09-01 07:36:45,地铁出站,285,300,261021114,地铁三号线,丹竹头,AGM-114,0,2018-09-01 00:00:00
FHFDHFIJI,2018-09-01 07:33:37,地铁出站,340,400,268023103,地铁一号线,高新园,AGM-103,1,2018-09-01 00:00:00
FIAJBAFFC,2018-09-01 07:36:42,地铁出站,245,300,261021111,地铁三号线,丹竹头,AGM-111,1,2018-09-01 00:00:00
FIJBJEBBA,2018-09-01 07:36:28,地铁出站,475,500,261010104,地铁三号线,通新岭,AGM-104,0,2018-09-01 00:00:00
FFCBFCBBJ,2018-09-01 07:36:45,地铁出站,570,600,261003128,地铁三号线,益田,AGM-128,0,2018-09-01 00:00:00
FFFABDACE,2018-09-01 07:33:32,地铁入站,0,0,268036111,地铁一号线,机场东,OGT-111,0,2018-09-01 00:00:00
FFGBCEDII,2018-09-01 07:34:17,地铁出站,570,600,268012166,地铁一号线,,,0,2018-09-01 00:00:00
FHIBHGIHA,2018-09-01 07:36:48,地铁入站,0,0,261032114,地铁三号线,双龙,AGM-114,0,2018-09-01 00:00:00
CBIHCCABD,2018-09-01 07:37:04,地铁出站,190,200,261021107,地铁三号线,丹竹头,AGM-107,0,2018-09-01 00:00:00
FHGJJEHAJ,2018-09-01 07:33:56,地铁出站,435,500,268008147,地铁一号线,,,1,2018-09-01 00:00:00
FIADIDGGB,2018-09-01 07:34:20,地铁入站,0,0,268001137,地铁一号线,罗湖站,OGT-137,0,2018-09-01 00:00:00
CCABJIAHJ,2018-09-01 07:33:17,地铁出站,285,300,268008126,地铁一号线,会展中心站,IGT-126,0,2018-09-01 00:00:00
FIAJCDEBA,2018-09-01 07:33:53,地铁出站,380,400,268013108,地铁一号线,竹子林站,"IGT-108 ",0,2018-09-01 00:00:00
FHGFGFEJH,2018-09-01 07:36:34,地铁出站,570,600,261015113,地铁三号线,田贝,AGM-113,0,2018-09-01 00:00:00
CBABDEJBJ,2018-09-01 07:36:41,地铁入站,0,0,261027102,地铁三号线,大运,AGM-102,0,2018-09-01 00:00:00
FHIJDABJG,2018-09-01 07:37:02,地铁出站,570,600,261026105,地铁三号线,荷坳,AGM-105,0,2018-09-01 00:00:00
FIAIAGEEI,2018-09-01 07:33:59,地铁入站,0,0,268032129,地铁一号线,,,0,2018-09-01 00:00:00
FHFGFECAD,2018-09-01 07:34:42,地铁入站,0,0,268007114,地铁一号线,岗厦站,IGT-114,0,2018-09-01 00:00:00
FHIHFAGIE,2018-09-01 07:35:03,地铁出站,760,800,268001103,地铁一号线,罗湖站,OGT-103,0,2018-09-01 00:00:00
CFBCABIEB,2018-09-01 07:35:02,地铁出站,475,500,268025103,地铁一号线,桃园,OGT-103,0,2018-09-01 00:00:00
FHDDEEJDC,2018-09-01 07:34:56,地铁出站,190,200,268024103,地铁一号线,深圳大学,AGM-103,0,2018-09-01 00:00:00
FFEHEJFGG,2018-09-01 07:35:07,地铁出站,475,500,268023102,地铁一号线,高新园,AGM-102,0,2018-09-01 00:00:00
BICIGBHJF,2018-09-01 07:38:08,地铁入站,0,0,261023111,地铁三号线,塘坑,AGM-111,0,2018-09-01 00:00:00
DDAJCCJHD,2018-09-01 07:38:37,地铁入站,0,0,261026102,地铁三号线,荷坳,AGM-102,0,2018-09-01 00:00:00
FHCJJJFHG,2018-09-01 07:38:47,地铁出站,285,300,261013124,地铁三号线,晒布,AGM-124,0,2018-09-01 00:00:00
CBBHBDIHE,2018-09-01 07:38:28,地铁入站,0,0,261024118,地铁三号线,横岗,AGM-118,0,2018-09-01 00:00:00
FHJDACGJI,2018-09-01 07:38:27,地铁入站,0,0,261032116,地铁三号线,双龙,AGM-116,0,2018-09-01 00:00:00
CFHAHDDGF,2018-09-01 07:35:54,地铁出站,570,600,268024102,地铁一号线,深圳大学,AGM-102,0,2018-09-01 00:00:00
FHHDCJEIG,2018-09-01 07:35:31,地铁出站,570,600,268013110,地铁一号线,竹子林站,"IGT-110 ",0,2018-09-01 00:00:00
FIJDAIFDH,2018-09-01 07:35:19,地铁入站,0,0,268032128,地铁一号线,,,0,2018-09-01 00:00:00
FIJCFGBBI,2018-09-01 07:35:46,地铁入站,0,0,268033107,地铁一号线,西乡,IGT-107,0,2018-09-01 00:00:00
CBBAEEEHC,2018-09-01 07:36:33,地铁入站,0,0,268012169,地铁一号线,,,0,2018-09-01 00:00:00
CBFGFGDGJ,2018-09-01 07:36:27,地铁出站,665,700,268032122,地铁一号线,,,0,2018-09-01 00:00:00
BIDFIBBIC,2018-09-01 07:39:16,地铁出站,760,800,261031107,地铁三号线,南联,AGM-107,0,2018-09-01 00:00:00
FHEDIIHFE,2018-09-01 07:36:36,地铁入站,0,0,268035112,地铁一号线,后瑞,IGT-112,0,2018-09-01 00:00:00
FHDAEBFJH,2018-09-01 07:36:38,地铁出站,570,600,268032106,地铁一号线,坪洲,IGT-106,0,2018-09-01 00:00:00
FIABEDIEA,2018-09-01 07:28:09,地铁出站,435,500,267014111,地铁九号线,下沙,OGT-111,1,2018-09-01 00:00:00
FHIFBGAJG,2018-09-01 07:30:10,地铁入站,0,0,267014115,地铁九号线,下沙,IGT-115,0,2018-09-01 00:00:00
FHHFAGJEG,2018-09-01 07:28:14,地铁出站,380,400,267014109,地铁九号线,下沙,OGT-109,0,2018-09-01 00:00:00
FIJIBHAIB,2018-09-01 07:31:30,地铁入站,0,0,261009128,地铁三号线,华新,AGM-128,0,2018-09-01 00:00:00
CCAFCCABI,2018-09-01 07:29:51,地铁入站,0,0,267021105,地铁九号线,上梅林,IGT-105,0,2018-09-01 00:00:00
CFBCFCDFJ,2018-09-01 07:29:02,地铁入站,0,0,267021108,地铁九号线,上梅林,双AGM-108,0,2018-09-01 00:00:00
CBBAGDFGB,2018-09-01 07:28:07,地铁出站,570,600,261006112,地铁三号线,福田,AGM-112,0,2018-09-01 00:00:00
CBIDJJIDA,2018-09-01 07:30:18,地铁出站,475,500,267026103,地铁九号线,园岭,OGT-103,0,2018-09-01 00:00:00
FIJFIFCHE,2018-09-01 07:29:46,地铁出站,760,800,241027127,地铁十一号线,松岗,OGT-127,0,2018-09-01 00:00:00
FHIHGIHAC,2018-09-01 07:28:57,地铁入站,0,0,241020121,地铁十一号线,机场北站,IGT-121,0,2018-09-01 00:00:00
FIJADEJGE,2018-09-01 07:29:23,地铁入站,0,0,265024113,地铁七号线,皇岗村,进AGM15-16,0,2018-09-01 00:00:00
HJCIAIFH,2018-09-01 07:30:00,地铁入站,0,0,265024113,地铁七号线,皇岗村,进AGM15-16,0,2018-09-01 00:00:00
CFABJHHJF,2018-09-01 07:31:54,地铁出站,190,200,265024107,地铁七号线,皇岗村,出AGM08-09,0,2018-09-01 00:00:00
BEAAAGFAE,2018-09-01 07:33:25,地铁入站,0,0,267018114,地铁九号线,梅景,IGT-114,0,2018-09-01 00:00:00
FFGCJFGJD,2018-09-01 07:31:45,地铁入站,0,0,267018123,地铁九号线,梅景,IGT-123,0,2018-09-01 00:00:00
CCJFGDHBE,2018-09-01 07:29:20,地铁出站,530,600,241018121,地铁十一号线,碧海湾站,OGT-121,1,2018-09-01 00:00:00
FHGFFDABA,2018-09-01 07:32:54,地铁入站,0,0,241018107,地铁十一号线,碧海湾站,IGT-107,0,2018-09-01 00:00:00
CBGECBAAC,2018-09-01 07:32:39,地铁入站,0,0,265028126,地铁七号线,赤尾,双AGM29-30,0,2018-09-01 00:00:00
FFHDIBAHB,2018-09-01 07:34:00,地铁入站,0,0,241018118,地铁十一号线,碧海湾站,IGT-118,0,2018-09-01 00:00:00
BIBGAFHBJ,2018-09-01 07:30:23,地铁入站,0,0,265028130,地铁七号线,赤尾,进AGM33-34,0,2018-09-01 00:00:00
FIJGEFCJA,2018-09-01 07:30:37,地铁入站,0,0,241022109,地铁十一号线,桥头站,IGT-109,0,2018-09-01 00:00:00
FFIAJBDBC,2018-09-01 07:30:35,地铁出站,190,200,241022104,地铁十一号线,桥头站,OGT-104,0,2018-09-01 00:00:00
CBJDCGEIH,2018-09-01 07:34:58,地铁入站,0,0,267029121,地铁九号线,鹿丹村,IGT-121,0,2018-09-01 00:00:00
FFEDJDHCB,2018-09-01 07:33:07,地铁入站,0,0,241022107,地铁十一号线,桥头站,IGT-107,0,2018-09-01 00:00:00
BIJIDJGGJ,2018-09-01 07:32:02,地铁入站,0,0,241022118,地铁十一号线,桥头站,IGT-118,0,2018-09-01 00:00:00
FHFEECGIB,2018-09-01 07:32:16,地铁入站,0,0,241024107,地铁十一号线,马鞍山,IGT-107,0,2018-09-01 00:00:00
CFAAJCEFF,2018-09-01 07:32:20,地铁入站,0,0,267020124,地铁九号线,梅村,IGT-124,0,2018-09-01 00:00:00
CBIIJEHBD,2018-09-01 07:29:57,地铁入站,0,0,265022130,地铁七号线,沙尾,进AGM25-26,0,2018-09-01 00:00:00
CBEAEEIII,2018-09-01 07:36:10,地铁出站,340,400,261023106,地铁三号线,塘坑,AGM-106,1,2018-09-01 00:00:00
AEAJGHAFD,2018-09-01 07:36:04,地铁入站,0,0,261020102,地铁三号线,大芬,AGM-102,0,2018-09-01 00:00:00
FHGCIAFED,2018-09-01 07:36:08,地铁出站,475,500,261007105,地铁三号线,少年宫,AGM-105,0,2018-09-01 00:00:00
FIAJFCEBE,2018-09-01 07:36:02,地铁出站,475,500,261010106,地铁三号线,通新岭,AGM-106,0,2018-09-01 00:00:00
BEABCDDJF,2018-09-01 07:35:55,地铁入站,0,0,261032108,地铁三号线,双龙,AGM-108,0,2018-09-01 00:00:00
CBCCEBGAH,2018-09-01 07:33:35,地铁入站,0,0,268004104,地铁一号线,大剧院站,IGT-104,0,2018-09-01 00:00:00
FFGEHJBCI,2018-09-01 07:33:48,地铁出站,475,500,268024125,地铁一号线,,,0,2018-09-01 00:00:00
BIDGEJFIE,2018-09-01 07:34:10,地铁出站,855,900,268001119,地铁一号线,罗湖站,IGT-119,0,2018-09-01 00:00:00
FIJHCBDBE,2018-09-01 07:34:13,地铁出站,570,600,268009131,地铁一号线,,,0,2018-09-01 00:00:00
CCADIBEGH,2018-09-01 07:37:29,地铁入站,0,0,261019117,地铁三号线,木棉湾,AGM-117,0,2018-09-01 00:00:00
BIDEIBJDA,2018-09-01 07:37:18,地铁入站,0,0,261029118,地铁三号线,吉祥,AGM-118,0,2018-09-01 00:00:00
CFFJDGDJB,2018-09-01 07:37:36,地铁出站,285,300,261008108,地铁三号线,莲花村,AGM-108,0,2018-09-01 00:00:00
CFADHDAEA,2018-09-01 07:37:45,地铁入站,0,0,261019119,地铁三号线,木棉湾,AGM-119,0,2018-09-01 00:00:00
FIACHHHAC,2018-09-01 07:37:41,地铁入站,0,0,261026118,地铁三号线,荷坳,AGM-118,0,2018-09-01 00:00:00
BEBACIDAI,2018-09-01 07:38:00,地铁入站,0,0,261014108,地铁三号线,翠竹,AGM-108,0,2018-09-01 00:00:00
BEAGJJJJI,2018-09-01 07:37:44,地铁出站,100,200,261008112,地铁三号线,莲花村,AGM-112,0,2018-09-01 00:00:00
FFGBDDJBC,2018-09-01 07:37:34,地铁入站,0,0,261032116,地铁三号线,双龙,AGM-116,0,2018-09-01 00:00:00
BIHAECFDG,2018-09-01 07:35:18,地铁出站,475,500,268001106,地铁一号线,罗湖站,AGT-106,0,2018-09-01 00:00:00
FIHDEBIBB,2018-09-01 07:35:19,地铁入站,0,0,268013117,地铁一号线,竹子林站,"OGT-117 ",0,2018-09-01 00:00:00
FIABCHGDE,2018-09-01 07:35:22,地铁出站,570,600,268024110,地铁一号线,深圳大学,AGM-110,0,2018-09-01 00:00:00
FFEBBFBAB,2018-09-01 07:38:22,地铁入站,0,0,261019101,地铁三号线,木棉湾,AGM-101,0,2018-09-01 00:00:00
BIDABGFDC,2018-09-01 07:39:02,地铁入站,0,0,261014108,地铁三号线,翠竹,AGM-108,0,2018-09-01 00:00:00
FIAHGBAAH,2018-09-01 07:38:49,地铁出站,190,200,261019106,地铁三号线,木棉湾,AGM-106,0,2018-09-01 00:00:00
CBCCCJCDC,2018-09-01 07:38:43,地铁入站,0,0,261032110,地铁三号线,双龙,AGM-110,0,2018-09-01 00:00:00
FHGGGBEDG,2018-09-01 07:39:02,地铁入站,0,0,261003108,地铁三号线,益田,AGM-108,0,2018-09-01 00:00:00
BIDAAHAJF,2018-09-01 07:38:54,地铁出站,380,400,261012120,地铁三号线,老街,AGM-120,0,2018-09-01 00:00:00
FIJEAFCDA,2018-09-01 07:39:12,地铁入站,0,0,261028118,地铁三号线,爱联,AGM-118,0,2018-09-01 00:00:00
FHIEEAFBF,2018-09-01 07:38:57,地铁出站,570,600,261024113,地铁三号线,横岗,AGM-113,0,2018-09-01 00:00:00
FIABCEIFC,2018-09-01 07:36:10,地铁入站,0,0,268034117,地铁一号线,,,0,2018-09-01 00:00:00
FFGFAIGBF,2018-09-01 07:39:21,地铁出站,475,500,261013114,地铁三号线,晒布,AGM-114,0,2018-09-01 00:00:00
CBCDGEGGG,2018-09-01 07:39:25,地铁出站,475,500,261014105,地铁三号线,翠竹,AGM-105,0,2018-09-01 00:00:00
CFAJJFHGF,2018-09-01 07:36:15,地铁入站,0,0,268014114,地铁一号线,侨城东站,OGT-114,0,2018-09-01 00:00:00
FHGCBJAGE,2018-09-01 07:37:13,地铁出站,380,400,268022116,地铁一号线,白石洲,AGM-116,0,2018-09-01 00:00:00
CCJDGEBGG,2018-09-01 07:29:10,地铁出站,190,200,261006173,地铁三号线,福田,AGM-173,0,2018-09-01 00:00:00
HHABADJCH,2018-09-01 07:28:36,地铁入站,0,0,261006104,地铁三号线,福田,AGM-104,0,2018-09-01 00:00:00
FHDAJDDGH,2018-09-01 07:31:53,地铁入站,0,0,265021124,地铁七号线,上沙,进AGM31-32,0,2018-09-01 00:00:00
FHGJBHGBF,2018-09-01 07:31:59,地铁入站,0,0,265021124,地铁七号线,上沙,进AGM31-32,0,2018-09-01 00:00:00
FIJIIIHJE,2018-09-01 07:29:51,地铁入站,0,0,265021123,地铁七号线,上沙,进AGM30-31,0,2018-09-01 00:00:00
FHGIDFFAJ,2018-09-01 07:32:52,地铁入站,0,0,265021113,地铁七号线,上沙,进AGM16-17,0,2018-09-01 00:00:00
CBAGBIEGA,2018-09-01 07:29:44,地铁入站,0,0,241022107,地铁十一号线,桥头站,IGT-107,0,2018-09-01 00:00:00
CFHCCHEBC,2018-09-01 07:33:11,地铁出站,475,500,267022111,地铁九号线,?I岭,宽AGM-111,0,2018-09-01 00:00:00
BIDGBDCCH,2018-09-01 07:29:53,地铁出站,285,300,241024105,地铁十一号线,马鞍山,OGT-105,0,2018-09-01 00:00:00
BIDDHEJEG,2018-09-01 07:30:59,地铁入站,0,0,241024110,地铁十一号线,马鞍山,IGT-110,0,2018-09-01 00:00:00
CBICEBFBF,2018-09-01 07:30:15,地铁出站,570,600,265025107,地铁七号线,福民,双AGM09-10,0,2018-09-01 00:00:00
FHFECIFIA,2018-09-01 07:33:50,地铁出站,285,300,267032110,地铁九号线,文锦,双AGM-110,0,2018-09-01 00:00:00
FIFJJAHFC,2018-09-01 07:31:44,地铁入站,0,0,265022107,地铁七号线,沙尾,进AGM01-02,0,2018-09-01 00:00:00
CFJGDFHGF,2018-09-01 07:34:45,地铁入站,0,0,265022129,地铁七号线,沙尾,进AGM24-25,0,2018-09-01 00:00:00
CFJIIBHGE,2018-09-01 07:33:10,地铁入站,0,0,265014106,地铁七号线,珠光,进AGM16-17,0,2018-09-01 00:00:00
BEBJDEDBC,2018-09-01 07:34:03,地铁入站,0,0,241025116,地铁十一号线,沙井,IGT-116,0,2018-09-01 00:00:00
FHHDDJGIB,2018-09-01 07:32:13,地铁入站,0,0,241025118,地铁十一号线,沙井,AGT-118,0,2018-09-01 00:00:00
FFEGCFDAG,2018-09-01 07:34:48,地铁入站,0,0,241025115,地铁十一号线,沙井,IGT-115,0,2018-09-01 00:00:00
CFHCEHDHG,2018-09-01 07:20:58,地铁入站,0,0,262015104,地铁四号线,红山,AGM-104,0,2018-09-01 00:00:00
BJBCHIJJ,2018-09-01 07:21:24,地铁入站,0,0,262019107,地铁四号线,上梅林,AGM-107,0,2018-09-01 00:00:00
BIDJDIIHD,2018-09-01 07:23:34,地铁出站,285,300,262016110,地铁四号线,深圳北站,AGM-110,0,2018-09-01 00:00:00
FHHFAFHBE,2018-09-01 07:30:28,地铁入站,0,0,263037118,地铁五号线,黄贝岭,IGT-118,0,2018-09-01 00:00:00
BIDCEIGJD,2018-09-01 07:30:33,地铁入站,0,0,263037110,地铁五号线,黄贝岭,AGT-110,0,2018-09-01 00:00:00
FHHEIGADA,2018-09-01 07:30:53,地铁入站,0,0,263026121,地铁五号线,五和,AGT-121,0,2018-09-01 00:00:00
CFHCEJIHF,2018-09-01 07:26:14,地铁入站,0,0,262013115,地铁四号线,,,0,2018-09-01 00:00:00
CFAIGHIIH,2018-09-01 07:30:22,地铁出站,435,500,263018101,地铁五号线,兴东,OGT-101,1,2018-09-01 00:00:00
