card_no,deal_date,deal_type,deal_money,deal_value,equ_no,company_name,station,car_no,conn_mark,close_date
FHFGGGJJD,2018-09-01 08:32:10,地铁出站,475,500,268032112,地铁一号线,坪洲,IGT-112,0,2018-09-01 00:00:00
FIJFHHBHD,2018-09-01 08:34:15,地铁入站,0,0,260039112,地铁二号线,新秀站,OGT-112,0,2018-09-01 00:00:00
BIJICDDIC,2018-09-01 08:33:36,地铁入站,0,0,260028116,地铁二号线,香梅北,IGT-116,0,2018-09-01 00:00:00
CFHJHACHA,2018-09-01 08:34:08,地铁出站,190,200,260037117,地铁二号线,湖贝,IGT-117,0,2018-09-01 00:00:00
FFEIIGHEB,2018-09-01 08:33:40,地铁出站,190,200,260035113,地铁二号线,燕南,OGT-113,0,2018-09-01 00:00:00
FIJCDADGE,2018-09-01 08:35:28,地铁入站,0,0,260014111,地铁二号线,水湾,IGT-111,0,2018-09-01 00:00:00
FHEJEEECI,2018-09-01 08:35:03,地铁入站,0,0,260030111,地铁二号线,莲花西,OGT-111,0,2018-09-01 00:00:00
BIAFIJIAB,2018-09-01 08:35:30,地铁入站,0,0,260027109,地铁二号线,香蜜,IGT-109,0,2018-09-01 00:00:00
CCABGFFAI,2018-09-01 08:35:38,地铁出站,435,500,260023108,地铁二号线,侨城北,OGT-108,1,2018-09-01 00:00:00
FHHDGEHAH,2018-09-01 08:35:10,地铁出站,245,300,261027112,地铁三号线,大运,AGM-112,1,2018-09-01 00:00:00
CCJBIFBCA,2018-09-01 08:35:34,地铁入站,0,0,261032110,地铁三号线,双龙,AGM-110,0,2018-09-01 00:00:00
FHDIABDJJ,2018-09-01 08:35:50,地铁入站,0,0,261011109,地铁三号线,红岭,AGM-109,0,2018-09-01 00:00:00
FFFBHDDFH,2018-09-01 08:35:47,地铁入站,0,0,261031102,地铁三号线,南联,AGM-102,0,2018-09-01 00:00:00
CBCBIEHAJ,2018-09-01 08:32:42,地铁入站,0,0,268031103,地铁一号线,宝体,OGT-103,0,2018-09-01 00:00:00
CCJCJHFIB,2018-09-01 08:33:11,地铁出站,570,600,268024105,地铁一号线,深圳大学,AGM-105,0,2018-09-01 00:00:00
FIJHBIIBB,2018-09-01 08:33:57,地铁入站,0,0,268025115,地铁一号线,桃园,IGT-115,0,2018-09-01 00:00:00
FHHDJCBHA,2018-09-01 08:38:00,地铁入站,0,0,261021103,地铁三号线,丹竹头,AGM-103,0,2018-09-01 00:00:00
FIAGHAAAH,2018-09-01 08:37:53,地铁入站,0,0,261031101,地铁三号线,南联,AGM-101,0,2018-09-01 00:00:00
CBBCDBHGD,2018-09-01 08:38:08,地铁入站,0,0,261019101,地铁三号线,木棉湾,AGM-101,0,2018-09-01 00:00:00
FHHCFJAED,2018-09-01 08:37:30,地铁入站,0,0,261012137,地铁三号线,老街,AGM-137,0,2018-09-01 00:00:00
FFEEAEGEI,2018-09-01 08:37:57,地铁入站,0,0,261022113,地铁三号线,六约,AGM-113,0,2018-09-01 00:00:00
FHFBJFEDI,2018-09-01 08:38:08,地铁出站,475,500,261021111,地铁三号线,丹竹头,AGM-111,0,2018-09-01 00:00:00
FFEEHCFHI,2018-09-01 08:38:21,地铁出站,190,200,261030113,地铁三号线,龙城广场,AGM-113,0,2018-09-01 00:00:00
FFJFICFAC,2018-09-01 08:38:06,地铁入站,0,0,261032115,地铁三号线,双龙,AGM-115,0,2018-09-01 00:00:00
FIJEAEHEJ,2018-09-01 08:38:39,地铁入站,0,0,261023109,地铁三号线,塘坑,AGM-109,0,2018-09-01 00:00:00
FIJEDJDJG,2018-09-01 08:38:09,地铁出站,475,500,261012143,地铁三号线,老街,AGM-143,0,2018-09-01 00:00:00
CFJIADDCB,2018-09-01 08:38:38,地铁入站,0,0,261009158,地铁三号线,,,0,2018-09-01 00:00:00
FFGJGFJFG,2018-09-01 08:39:14,地铁入站,0,0,261014109,地铁三号线,翠竹,AGM-109,0,2018-09-01 00:00:00
BJJJDEAB,2018-09-01 08:38:52,地铁入站,0,0,261024119,地铁三号线,横岗,AGM-119,0,2018-09-01 00:00:00
CFCBIEDEH,2018-09-01 08:39:05,地铁出站,150,200,261016106,地铁三号线,水贝,AGM-106,1,2018-09-01 00:00:00
CBAGJHFEH,2018-09-01 08:39:12,地铁入站,0,0,261019101,地铁三号线,木棉湾,AGM-101,0,2018-09-01 00:00:00
BIACBGIHE,2018-09-01 08:34:40,地铁出站,190,200,268023134,地铁一号线,,,0,2018-09-01 00:00:00
BICFEAFCB,2018-09-01 08:39:24,地铁入站,0,0,261026101,地铁三号线,荷坳,AGM-101,0,2018-09-01 00:00:00
FFGAJAICD,2018-09-01 08:39:37,地铁入站,0,0,261021102,地铁三号线,丹竹头,AGM-102,0,2018-09-01 00:00:00
FHHCCAJJA,2018-09-01 08:39:32,地铁入站,0,0,261019117,地铁三号线,木棉湾,AGM-117,0,2018-09-01 00:00:00
FFGABBHFF,2018-09-01 08:39:23,地铁出站,475,500,261017118,地铁三号线,草埔,AGM-118,0,2018-09-01 00:00:00
FIJFDCEEA,2018-09-01 08:33:42,地铁出站,760,800,241024103,地铁十一号线,马鞍山,OGT-103,0,2018-09-01 00:00:00
FHHAAHJDG,2018-09-01 08:33:46,地铁出站,570,600,241024104,地铁十一号线,马鞍山,OGT-104,0,2018-09-01 00:00:00
FHFDDDBDF,2018-09-01 08:33:38,地铁出站,570,600,241024123,地铁十一号线,马鞍山,OGT-123,0,2018-09-01 00:00:00
FFJIFJJAE,2018-09-01 08:35:15,地铁出站,190,200,268015122,地铁一号线,华侨城站,"AGT-122 ",0,2018-09-01 00:00:00
FFFHBDCIF,2018-09-01 08:34:50,地铁出站,285,300,268025105,地铁一号线,桃园,OGT-105,0,2018-09-01 00:00:00
FHEFIIDAC,2018-09-01 08:34:50,地铁入站,0,0,268034107,地铁一号线,固戍,IGT-107,0,2018-09-01 00:00:00
FFCGJFJEH,2018-09-01 08:35:12,地铁出站,285,300,268025118,地铁一号线,桃园,AGT-118,0,2018-09-01 00:00:00
CCACBBGFA,2018-09-01 08:34:30,地铁出站,665,700,268033103,地铁一号线,西乡,OGT-103,0,2018-09-01 00:00:00
CBAGIDJIF,2018-09-01 08:34:45,地铁出站,285,300,268023111,地铁一号线,高新园,AGM-111,0,2018-09-01 00:00:00
FFFADBIGA,2018-09-01 08:35:14,地铁入站,0,0,268024120,地铁一号线,,,0,2018-09-01 00:00:00
FHEGFFABF,2018-09-01 08:34:51,地铁入站,0,0,268016115,地铁一号线,世界之窗站,"AGT-115 ",0,2018-09-01 00:00:00
FHFJFICBA,2018-09-01 08:35:01,地铁入站,0,0,268016129,地铁一号线,世界之窗站,"IGT-129 ",0,2018-09-01 00:00:00
FIHDAAEHE,2018-09-01 08:35:01,地铁入站,0,0,268006121,地铁一号线,华强路站,AGT-121,0,2018-09-01 00:00:00
BICAIFHBI,2018-09-01 08:34:55,地铁出站,380,400,268023109,地铁一号线,高新园,AGM-109,0,2018-09-01 00:00:00
FHFBJBDBA,2018-09-01 08:39:31,地铁出站,285,300,261016105,地铁三号线,水贝,AGM-105,0,2018-09-01 00:00:00
CBCEGEDID,2018-09-01 08:39:28,地铁出站,285,300,261016104,地铁三号线,水贝,AGM-104,0,2018-09-01 00:00:00
CCADBJDCH,2018-09-01 08:39:48,地铁出站,475,500,261009141,地铁三号线,,,0,2018-09-01 00:00:00
FIADFBAFJ,2018-09-01 08:39:33,地铁入站,0,0,261023110,地铁三号线,塘坑,AGM-110,0,2018-09-01 00:00:00
CCABCJAAG,2018-09-01 08:39:37,地铁出站,570,600,261027105,地铁三号线,大运,AGM-105,0,2018-09-01 00:00:00
FHGFGHFBF,2018-09-01 08:27:53,地铁入站,0,0,263027121,地铁五号线,坂田,IGT-121,0,2018-09-01 00:00:00
FHFDIJACD,2018-09-01 08:28:55,地铁出站,190,200,263015104,地铁五号线,翻身,OGT-104,0,2018-09-01 00:00:00
CFBJIAGDF,2018-09-01 08:28:51,地铁出站,380,400,263015101,地铁五号线,翻身,OGT-101,0,2018-09-01 00:00:00
BCEGCADF,2018-09-01 08:29:18,地铁出站,245,300,263031101,地铁五号线,长龙,OGT-101,1,2018-09-01 00:00:00
FFGEEDHJA,2018-09-01 08:29:56,地铁出站,285,300,263026107,地铁五号线,五和,OGT-107,0,2018-09-01 00:00:00
CCJFEGIHD,2018-09-01 08:30:00,地铁入站,0,0,263037118,地铁五号线,黄贝岭,IGT-118,0,2018-09-01 00:00:00
BIDIAGACD,2018-09-01 08:30:04,地铁入站,0,0,261029101,地铁三号线,吉祥,AGM-101,0,2018-09-01 00:00:00
FHEDFABAD,2018-09-01 08:31:05,地铁入站,0,0,261030102,地铁三号线,龙城广场,AGM-102,0,2018-09-01 00:00:00
BIAIACCGF,2018-09-01 08:31:09,地铁入站,0,0,261028101,地铁三号线,爱联,AGM-101,0,2018-09-01 00:00:00
BEAFJJBFH,2018-09-01 08:25:15,地铁出站,100,200,261006102,地铁三号线,福田,AGM-102,0,2018-09-01 00:00:00
FHHDHBJDC,2018-09-01 08:28:06,地铁入站,0,0,268016115,地铁一号线,世界之窗站,"AGT-115 ",0,2018-09-01 00:00:00
FIAIAGACG,2018-09-01 08:28:25,地铁出站,570,600,268006130,地铁一号线,,,0,2018-09-01 00:00:00
FHFJIFCBB,2018-09-01 08:23:37,地铁入站,0,0,241027116,地铁十一号线,松岗,AGT-116,0,2018-09-01 00:00:00
FHHHJIDHC,2018-09-01 08:26:06,地铁入站,0,0,241027133,地铁十一号线,松岗,IGT-133,0,2018-09-01 00:00:00
FHHFABJHH,2018-09-01 08:26:48,地铁入站,0,0,241027130,地铁十一号线,松岗,AGT-130,0,2018-09-01 00:00:00
FIJCGABAA,2018-09-01 08:28:51,地铁出站,475,500,268035101,地铁一号线,后瑞,AGT-101,0,2018-09-01 00:00:00
HJBAHAJG,2018-09-01 08:28:54,地铁出站,380,400,268013112,地铁一号线,竹子林站,"IGT-112 ",0,2018-09-01 00:00:00
FFIACFDCC,2018-09-01 08:27:42,地铁入站,0,0,241018109,地铁十一号线,碧海湾站,IGT-109,0,2018-09-01 00:00:00
CBAADBGBA,2018-09-01 08:29:13,地铁入站,0,0,241018118,地铁十一号线,碧海湾站,IGT-118,0,2018-09-01 00:00:00
HHAAJGFHC,2018-09-01 08:34:21,地铁入站,0,0,261021118,地铁三号线,丹竹头,AGM-118,0,2018-09-01 00:00:00
FFGCAJHID,2018-09-01 08:26:11,地铁出站,380,400,265022132,地铁七号线,沙尾,出AGM28-29,0,2018-09-01 00:00:00
FFFHIICED,2018-09-01 08:30:39,地铁入站,0,0,268031103,地铁一号线,宝体,OGT-103,0,2018-09-01 00:00:00
HHAAJGAIH,2018-09-01 08:30:20,地铁入站,0,0,265017111,地铁七号线,深云,进AGM16-17,0,2018-09-01 00:00:00
HHAAAIACC,2018-09-01 08:28:24,地铁入站,0,0,265017111,地铁七号线,深云,进AGM16-17,0,2018-09-01 00:00:00
FFGBBEBGC,2018-09-01 08:30:57,地铁出站,190,200,267013102,地铁九号线,深圳湾公园,OGT-102,0,2018-09-01 00:00:00
CBDFBIADD,2018-09-01 08:27:36,地铁入站,0,0,267024112,地铁九号线,泥岗,IGT-112,0,2018-09-01 00:00:00
CBIHIGDDB,2018-09-01 08:28:59,地铁出站,760,800,267024109,地铁九号线,泥岗,OGT-109,0,2018-09-01 00:00:00
CBBEEEBFC,2018-09-01 08:31:34,地铁出站,1600,1600,241015103,地铁十一号线,南山站,OGT-103,0,2018-09-01 00:00:00
FFEIHHFBE,2018-09-01 08:22:18,地铁入站,0,0,262018111,地铁四号线,民乐,AGM-111,0,2018-09-01 00:00:00
FHGGAEDCC,2018-09-01 08:22:26,地铁入站,0,0,262018111,地铁四号线,民乐,AGM-111,0,2018-09-01 00:00:00
FHIICHGGJ,2018-09-01 08:23:02,地铁入站,0,0,262018112,地铁四号线,民乐,AGM-112,0,2018-09-01 00:00:00
FHFJDGBFD,2018-09-01 08:23:06,地铁出站,285,300,262020104,地铁四号线,莲花北,AGM-104,0,2018-09-01 00:00:00
FIAFAGECC,2018-09-01 08:28:02,地铁入站,0,0,262017107,地铁四号线,白石龙,AGM-107,0,2018-09-01 00:00:00
CFHJHHBFA,2018-09-01 08:28:24,地铁出站,190,200,262019103,地铁四号线,上梅林,AGM-103,0,2018-09-01 00:00:00
FHEAIBBHH,2018-09-01 08:27:44,地铁入站,0,0,262011112,地铁四号线,,,0,2018-09-01 00:00:00
FHICIFJFE,2018-09-01 08:26:42,地铁入站,0,0,262013105,地铁四号线,龙胜,AGM-105,0,2018-09-01 00:00:00
CBDFFGBJG,2018-09-01 08:29:02,地铁出站,190,200,262012103,地铁四号线,龙华,AGM-103,0,2018-09-01 00:00:00
CFBICHFBJ,2018-09-01 08:29:14,地铁出站,665,700,262012103,地铁四号线,龙华,AGM-103,0,2018-09-01 00:00:00
FIAHFGHCG,2018-09-01 08:28:30,地铁出站,380,400,262018102,地铁四号线,民乐,AGM-102,0,2018-09-01 00:00:00
CCJICCIGJ,2018-09-01 08:31:55,地铁入站,0,0,263030110,地铁五号线,下水径,IGT-110,0,2018-09-01 00:00:00
