timestamp,name,price
2026-02-24 21:03:07,5.56x45mm M995,5057.0
2026-02-24 21:04:00,45-70 Govt FTX,6915.0
2026-02-24 21:04:28,7.62x39mm SUB,5517.0
2026-02-25 09:23:16,5.56x45mm M855A1,1671.0
2026-02-25 09:33:25,7.62x51mm M80,1458.0
2026-02-25 10:36:06,45-70 Govt FTX,6215.0
2026-02-25 10:37:46,5.56x45mm M995,4862.0
2026-02-25 10:38:08,7.62x39mm SUB,5192.0
